@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'francês sanofi junta exército eua desenvolver vacina contra zika url url',news
'plano saúde obrigado pagar exame vírus zika url url url',news
'cobertura obrigatória exame detecção vírus zika três exame detecção vírus zika passar url',news
'caso chikungunya crescer numeral numeral relação numeral maceió url',news
'retweet zika plano saúde dever arcar exame identificar vírus url url',news
'plano saúde unimed prontomed saúde vida hsjd pagar exame zika viru divinopolil saude url',news
'retweet câmara aprovo medida provisória garante r numeral milhão combate zika vírus url url',news
'crise zika ameaçar olimpíada brasil the new york time company url',news
'gif tira casaco poe casaco rihanno vir br rihanno cancela causa zika viru rihanno confirma ver br rihanno cance',noise
'frase hoje devia inventar repelente gente falso do zika ficadica',noise
'tô pegando gripe tão gostozamente acho engravidar gêmeo zika vírus',noise
'viro mosquito porque acho zika funny badunt',noise
'look básico contra zika viru url',noise
'thanksforcomeback numeral h calma gente amam verdade proteger zika vírus proteger rainha brasil',noise
'retweet único preparar pra olimpíada mosquito dengue',noise
'zika epidemia desigualdade água pontal url',news
'água pontal zika epidemia desigualdade url',news
'retweet serenidade olhar nao vir pro brasil medo zika viru url',noise
'semana passar governar aprovar pulverização veneno contra mosquito dengue url dengue veneno',news
'dor cabeça dor corp tontura dengue né',relevant
'falar ai zika vírus',noise
'teste zika vírus entrar cobertura eletros saúde somente grupo restrito url url',news
'viru zika numeral coso tenemo saber acerca del embarazo url url',news
'desculpem porque gravei vídeo doente dor corpo todo espero chikungunya youtuber vlog',relevant
'pai suspeito confirmação zika dever amamentar normalmente url',news
'retweet início inverno dois cidade entrar situação epidemia dengue url',news
'alerta cascavel entra estado epidemia dengue url url',news
'homem zika vírus veio aqui casa',relevant
'cd rihanno custa numeral real imagino preço ingresso show terra zika vírus',noise
'parado pousada mosquito dengue kcamexico dulcemariatrendy dulcemaria url',noise
'gostar vídeo url pc pc numeral zika vírus ganso',noise
'somente olimpíada inglês ver população brasileiro url',noise
'tanto dno diferente agora vírus zika outro irar fortalecer entrar mutação',news
'daniel mastral “não conte ninguém zika vírus microcefalia” url url',news
'ué dizer zika vírus tragédia nacional',noise
'certeza combinar mosquito acredo nesta doença url',noise
'alguém poderia informar tal zika vírus trabalha governo',noise
'mudando assunto rapidamente mudar acreditar pessoa zika cada decepção',noise
'né hjsdak homem dengue mt simpático amo gente simpático sério',relevant
'retweet caso dengue zika apresentar queda numeral segundo ministério saúde url idoctusnew med',news
'colômbio numeral º país afetado zika lá assim aqui epidemia aprofundo desigualdade sigo lendo url',news
'boletim cascavel enfrentar epidemia dengue url',news
'retweet publicação dado abrir auxilia mapeamento vírus zika ministério planejamento url',news
'juntamente rihanno pokémon go cancelado motivo zika vírus',noise
'combate dengue su',news
'retweet dizer pesquisador estudo continuar url',news
'câmara aprovo repasse r numeral milhão combate zika vírus url blog piancó',news
'retweet plano cobrir exame detecção vírus zika partir desta quarta numeral url url',news
'ir médico sim sempre bom ver dengue poder virose sintoma meio parecido',relevant
'suvaco coçar fodeo zika vírus',noise
'retweet ministério discutem zika microcefalia vírus gado saúde estadão url',news
'camila misture zika viru nao url',noise
'chuva diminuir combate dengue poder parar faça parte ano todo deixe água parada url',news
'câmara aprovo mp libera r numeral milhão combate aede zika primeirahor url',news
'acre numeral º caso microcefalia zika aponta boletim epidemiológico primeirahor url',news
'agora ir voltar hospital novo fazer exame suspeito dengue novo',relevant
'mau zika dengue h numeral n numeral epidemia violência vivendo',news
'cobertura obrigatória exame detecção vírus zika am agência nacional saude url',news
'bom notícia url',noise
'retweet teste macaco sugerir zika ficar tempo grávida ciência estadão url',news
'retweet plano saúde obrigado cobrir três exame detecção vírus zika público específico',news
'nova tão pica viru nada zika',noise
'bom dia vírus bovino achado feto microcefalia poder estar ligar zika url',news
'retweet plano saúde obrigado partir hoje pagar exame zika url',news
'haddad padilha combate contra dengue url',news
'sobre estar zika vírus dahor',relevant
'aprovar mp destino r numeral milhão combate zika vírus url url',news
'ai gente olha sorte msm mal começa aula suspeito dengue ruim ver bicho',relevant
'agente contra mosquito dengue chikungunya zika jd cid azul jd itapuã neb jd cid azul url',news
'retweet zika viru mosquito moretrustedthanhillary',noise
'chikugunya saiba doença poder mau dengue url url',news
'terra mosquito dengue anda mosquiteiro rei url',relevant
'instituto saúde eua ir usar atleta olímpico testar vírus zika url suacidade',news
'perigo aede aegypti numeral ª reportagem especial url',news
'om ñ dizer risco pequeno mudança data local ñ alterar disseminação atual vírus url',news
'rihanno cancela giro en sudamérico temor al viru zika url url',news
'sim bom notícia usuário quanto ira custar url',news
'ciência saúde plano saúde dever cobrir três exame zika partir desta quarta url url',news
'notícia fresca g numeral dar conferido plano saúde passar cobrir três teste zika partir desta url',news
'novo cobertura teste zika drogarapido saude gravidez url',news
'doença atinge principalmente bebês enviar purificar podem bebês url',news
'bom dia nova novo eh melho vc passar repelente porque hj zika url',noise
'mosquito dengue pera deixa pensar',noise
'confirmado numeral morte causado dengue vírus gripe parar mina url',news
'new england journal of medicine acesso livre recurso sobre zika vírus veja url',news
'normalmente am revê cada dois ano rol procedimento obrigatório ser url url',news
'começamo dia ótimo notícia acesso plano saúde url',news
'numeral cidade região oeste registrar epidemia dengue url',news
'vacina contra vírus zika mostra ação teste animal url url',news
'gostar vídeo url dia peguei zika vírus',noise
'numeral numeral numeral saúde plano saúde pagar exame zika partir hoje notícia áudio url',news
'plano cobertura obrigatória teste zika partir hoje url',news
'suspeito dengue',relevant
'confiro notícia salete profissional setor saúde intensificar combate mosquito dengue url',news
'pasta ciência tecnologia contemplado r numeral milhão tratamento diagnóstico infecção causado zika',news
'retweet serenidade rosto pessoa medo zika viru vampireattraction numeral url',noise
'amo coroa dm conversa sobre qlqr assunto comigo igual igual trabalho droga astronomia sexo slá mano td zika',noise
'informação importante três exame detecção vírus zika passar cobertura obrigatória plano url',news
'comitê organizador jogo anuncia distribuir repelente atleta funcionário voluntário medida contra vírus zika',news
'plano saúde pagar exame zika partir hoje teste rápido detecção vírus zikasay url',news
'retweet zeenewssport spanish golfer sergio garcia participate in rio despite zika viru fear rio numeral en url',news
'deputado criticar possível obstrução medida provisória combate zika vírus cenáriomt algum deputado url',news
'juizdefor jfclipping tribuna exame zika partir hoje url',news
'numeral mincontraadengue copasacontraadengue tal vistoria casa eliminar foco mosquito dengue url',news
'obrigatoriedade teste zika gera disputa plano jornal extra url',news
'galera dar aviso canal vídeo causa fiquei doente peguei tal chikungunya então desculpem',relevant
'numeral pt desiste obstrução mp combate zika víru url',news
'sempre frente enquanto m aqui quer matar população inseticido aéreo combater mosko url',news
'zika vírus',noise
'obrigatoriedade teste zika gera disputa plano saúde laboratório diante obrigatoriedade url',news
'teste zika passa cobertura obrigatória plano saúde planodesaúde teste zika url',news
'copa trouxe zico chikungunya humilhante desclassificação numeral x numeral olimpíada trazer url',news
'retweet blog cadê cura explico vacina dengue poder dar errar zika url',news
'quarto mundo golfe desiste olimpíada medo vírus zika olimpiado rio olimpiado rio folha url',news
'gente dia beijo querer pegar zika acaso',relevant
'jornal hoje anunciar plano saúde fazer cobertura três novo exame zika vírus',news
'om defender uso sistema identificação pólio monitorar síndrome ligar zika url',news
'retweet numeral bebês confirmado microcefalia numeral zika vírus url url',news
'palestra contra dengue eh coisa mt chato milleno',noise
'começavo falae nando chegar ate lacrimejar zoio d tao bonito ce falar parecia ate palestra contra dengue',noise
'retweet trabalha onde combate contra dengue zika',noise
'post edited numeral numeral mesa redonda zika vírus infecção malformação espiritualidade url',news
'zika vírus',noise
'mano escola zika cabulando quase todo quarta quinta',noise
'nome zika viru',noise
'plano cobrir teste zika produto dever alertar sobre alergênico rótulo url url',news
'ligar quantidade gente zika viru ir pro hospital doença pego baía guanabaro url',news
'gente coisa sinto falta dengue pipoca hospital',relevant
'tá johnny criolo masterp lano miss dengue banda brilha bloco magia negro duela zaika roodbos deskareggae tá faltany',noise
'medicamento contra indicado caso suspeito dengue',noise
'rio numeral grávida zika numeral notificação microcefalia url',news
'gt lolla bogotá cancelado causa zika',news
'ciência anda frente hj descobrir cura pro câncer alzheimer mau vacina zika conspiração',news
'prevenção bom saída contra dengue dengue costumar preocupar menos inverno mosquito aede url',news
'sentindo aguento homem perguntado diferença dengue chikungunyae zico',relevant
'retweet ish trollado kami contra indicado caso suspeito dengue',noise
'retweet zika vírus poder contrair saliva caso alguém cuspir mim porque beijar ninguém beija',news
'acho mosquito dengue quarto',relevant
'retweet brasil verão numeral jogo olímpico vírus zika corrupção chunk deluno mortal url',noise
'aturo miga acha beijar alguem dengue tbm pego doença',relevant
'retweet eta desgraça aula daqui pouco zika vírus sono aparecer',noise
'hojeéodiadobeijoeeu boca anda tao parada ta dar mosquito dengue nela',noise
'bonde zika vírus rai numeral general',noise
'conseguir quebrar notebook dedo pé dia zika vírus porra',noise
'bonde zika vírus tá volta',noise
'bonde zika vírus tá on novo',noise
'câmara deputado defender mp libera recurso combate vírus zika url',news
'retweet cabeça doendo corpo fraco cansaço parece virose gripe dengue eh acordo antes numeral',relevant
'avô falar passar repelente corpo porque dengue',relevant
'ea zika vírus amigo funny url',noise
'mina zika dichavo bola briza ficar olhando mamando pica gosto toma bala',noise
'retweet suspeito dengue medico devera consultado',relevant
'ti zika vírus sorte tbm',noise
'vino lolapalooza el zika funny cada loco con su coso',noise
'retweet amo zika vírus',noise
'matei mosquito dengue quarto poder picou poder',relevant
'cada zika sp tá passar',noise
'semana retrasado tavo rinite outro suspeito dengue agora sinusite',relevant
'retweet porra daqui pouco vira mosquito dengue funny',noise
'passei escola um zika viru perto mim fiquei medo assaltado',noise
'atleta desistem ir jogo rio causa zika tudo bullshit',news
'retweet devolver marileno grupo numeral americano metrô ny dizer culpa epidemia zika neoliberalismo',news
'so morando perto visitando ocasionalmente nunca peguei zika super bactéria pessoa rever razão ai',relevant
'retweet agora acorda sonho tudo brasileiro vírus zika dívida url',noise
'dizer brasil entendem favela mato zika vírus',noise
'caralho tanto mosquito picando capaz pegar chikungunya zika novo',relevant
'favela zika balança cair verdade outro pilantragem carai',noise
'matar mosquito ver zika acaba',noise
'retweet olha gringo achando zika viru afeto gente gravido oremo url',news
'retweet mano gringo querendo ver pro brasil causa zika funny zika pequeno problema',news
'retweet embarazo zika microcefalia político',noise
'retweet falar brasileiro perguntw floresta zika vírus',noise
'plano saúde passar cobrir teste zika url url',news
'retweet zika viru ta aqui incomodando',noise
'combater mosquito dengue huehue',noise
'tmj putoo cuidado terrorista podem matar caso suspeito dengue procure baseado vaisefuder',noise
'jesus homem zika',noise
'retweet “meu whatsapp ta parado água mosquito dengue”',noise
'índice zika vírus poder estar aumentando região url',news
'bom nanico funny zika vírus pego numeral numeral bom dormir',noise
'ae zika pego controlo kauancoringabrasil',noise
'sim cheguei pensar tavam lá causa dengue funny agora info aleatória aparecer',noise
'retweet rianno “zicou” ir tocar dia numeral numeral allianz parque medo zika agora ir jogar contra biba',noise
'retweet escondi numeral mês doença guilherme descobrir preconceito começar mim microcefalia zika url',news
'retweet operacaobetalab nº caso doença causado aede aegypti crescer maceió numeral zika url',news
'plano saúde cobrir exame detecção vírus zika baixada empresa ainda fa url',news
'vida tá parada água mosquito dengue url',noise
'ta hora indústria farmacêutico fabricarem remédio falta noção semancol indicado caso suspeito dengue',noise
'mosquito dengue va fuder mano',relevant
'retweet paraíba registro transmissão chikungunya pai bebê durante gravidez estadão conteúdogrande risco url',news
'retweet mau tipo pessoa namorado algum parente preso causa droga acha zika mundo',noise
'retweet spcontradengue sp levar teste numeral ª vacina nacional contra dengue numeral cidade brasileiro url',news
'retweet bancada petista tentar impedir votação mp combate zika vírus criticar tucano url',news
'vi cara militar primeiro vez achei causa dengue',relevant
'p mim viru td criado p matar gnt zika chikunguya aid merda ai p matar',noise
'epidemia zika passa pego',noise
'retweet zamigo começa cantar funk saio perto zika viru',noise
'acho medo dormir rede causa mosquito dengue',relevant
'people celebrity zika mosquito georgia cás url url',news
'passar reportagem rihanno vir pro brasil causa zika cara',news
'retweet relatório aponta ainda aumento numeral caso dengue alto acre serve gente alerta dizer vigilância epidemiológico',news
'chorao zika demais tauqepariu droga homem fazer vida cara',noise
'rihanno nao pro lolla colombia causa zika morrer',noise
'retweet numeral bigbang inventar máscara proteção contra zika vírus h numeral n numeral sempre pensando próximo numeral url',news
'léo ar denuncia possível foco dengue dentro hospital gravatá notícia url',relevant
'retweet câmara aprovo liberar r numeral milhão combater aede zika url',news
'retweet numeral população dengue numeral causa ignorância disposição resíduo sólidos lixo',news
'médico phd fazer denuncia alarmante microcefalia causado zika vírus sim url',news
'ir acabar pegando zika tanto mosquito aqui casa',relevant
'deixe mensagem bebês chegando microcefalia zika url',noise
'amor grande tudo trabalho novo governo pernambuco microcefalia pernambuco propaganda zika url',news
'instituto butantan vacina contra dengue entra fase final teste poder ficar disponível numeral url',news
'aprovamo pouco garantia recurso combater aede aegypti transmite dengue zika chikungunya',news
'amor tipo zika vírus né miga sim vacinavo',noise
'dor cabeça dor corpo desde sábado acho dengue funny',relevant
'gostar vídeo url minecraft authentic contra dengue aventura mod',noise
'tipo lei seca né zika beber tá fudido ir entrar pica ar piranha vida joga bct pau amo ir',noise
'retweet noil sediar olimpiado combater zika viru url',news
'ir reclamar dai lembrei moravo só milhao zika saude causa alimentaçao entao esquece',noise
'zika vírus invenção governo repassem',noise
'fda okay procleix zika viru assay from url',noise
'causa orochi ver parte sempre zika',noise
'retweet mina alta numeral caso suspeito dengue numeral morte doença url url',news
'cuidado p mosquito dengue',relevant
'zika homem vida importa quanta liga quanta ficar pé',noise
'sempre retardado reclamando cólica dor corpo poha ir médico sintoma dengue',relevant
'combater zika cidade americano quer atrair morcego url url',news
'zika vírus reproduzindo funny',noise
'retweet linda saia zika vírus ir aderir moda url',noise
'eitaa hoje pego zika viru',noise
'plano cobrir teste detectar zika partir desta numeral ª determinação am prever cobertura url',news
'retweet jogar água perigoso criar larva mosquito dengue funny',noise
'retweet exame zika obrigatório plano saúde agora plano saúde andar bosta bom plano mome',news
'posso estar zika vírus ir aula irmão bate dedo pé ja falta semana',relevant
'chegamo ponto medicamento contra indicado caso suspeito dengue virar ajienaofbajuxbaiebixnso',noise
'amo falar medicamento contra indicado caso suspeito dengue velocidade luz funny smp dar risada',noise
'retweet r numeral milhão destinar compra repelente grávida outro r numeral milhão exclusivamente pesquisa sobre zika',news
'desgraçado roubar demais dinheiro queimar mosquito enquanto pessoa morrem url',news
'pernilongo transmissor dengue corpo listrado branco outro bem parecer yahoo resposta url',news
'timbeto globo câmara aprovo mp libera r numeral milhão combate aede zika url operacaobetalab sigodevolta',news
'cancelar causa zika igual rihanno vi ir sp rio princípio',news
'povo falar ir ver cá causa zika tipo desculpa bom repelente tá aí',news
'retweet usuário plano saúde agora direito cobertura exame detecção zika vírus url',news
'ministério saúde registro queda caso dengue microcefalia brasil youtube https t co qldecagoiz',news
'notícia fresca g numeral dar conferido câmara aprovo mp libera r numeral milhão combate aede zika url',news
'retweet brasil reduziu antecipadamente caso dengue ano confiro url tvsaúde combateaede zikaz',news
'zika vírus',noise
'zika vírus criado patentear família rockefeller objetivo matar milhão url',news
'estudo liga microcefalia outro vírus além zika url',news
'retweet pt neste instante tentar impedir votação mp destino numeral milhão combate zika absurdo',news
'zika pego saliva verdade',relevant
'retweet almeida mosquito dengue escravamãe',noise
'acho causa zika vírus funny',noise
'olha mosquito dengue',relevant
'noticiário hoje pessoa cear preocupado pois saber dengue zika viru chikungunya',news
'retweet eua ir financiar pesquisa sobre zika equipe olímpico url',news
'fu médico diagnostico virose zika barriga enorme caramba sabia quanto recebo consulta',relevant
'eua ir financiar pesquisa sobre zika equipe olímpico bill berkrot reuter instituto nacião url',news
'almeida coma máscara mosquito zika escravamãe',noise
'hoje dia falsidade igual dengue epidemia ninguém consegue controlar',noise
'ta zika viru ir passar ainda agora',relevant
'pt desiste obstrução mp combate zika vírus pt desistir requerimento pedia adiament url',news
'twitter tavo esquecer água mosquito dengue',noise
'plenário aprovo mp destino r numeral milhão combate zika vírus url',news
'retweet plano saúde dizer preparado cobrir exame zika estado zika vírus age url',news
'mascote zika vírus adianta',noise
'acho ano reprovo faltei terço primeiro trimestre causa dengue',relevant
'vírus zika poder mau ébola afirmar especialista url',news
'dor corpo febre pqp so poder dengue ajskssosbskm',relevant
'ir p hospital capaz ir c joelho machucado voltar c zika vírus',noise
'zika carai linda tio sogro quer pai fuma bebe segue saber onde sair',noise
'caso palhaçada url',noise
'imunização instituto butantan realiza último fase teste vacina dengue url url',news
'funny falei ir deixa conta so falei tavo suspeito dengue ue',relevant
'vida tá tão parada daqui pouco vira foco mosquito dengue bom pessoa kakakak url',news
'mizifino filho saber voce ta doença moço mangueira dono zika',noise
'suspeito dengue url',relevant
'retweet demi lovato rihanno cancelar tour brasil causa zika viru url',news
'trescoisasquemeirritar numeral pernilongo mosquito dengue dengue amigosdadetremurasdv url',news
'fraga defender aprovação mp numeral numeral libera recurso ação combate mosquito dengue',news
'número apontar epidemia dengue cascavel url',news
'retweet prevenção atenção contra mosquito aede aegypti inverno fique olho chikungunya url',news
'lolla colômbio cair causa rihanno tá medo pegar zika lano gente do mt valor rihanno',noise
'câmara encerrar fase discussão mp combate zika vírus url',news
'plano saúde obrigado cobrir exame zika vírus partir desta quarta feira numeral',news
'caso sintoma chikungunya importante beber bastante líquido procurar médico url url',news
'retweet anotando aqui torcer contra mcgregor jone próximo luta evitar zika',noise
'retweet pt votando contra epidemia zika vírus ainda idiota quw defender facção criminoso adiar v',news
'pt obstrui medida provisória numeral numeral libera recurso ação combate mosquito aede aegypti transmissor vírus dengue',news
'instituto butantan começa testar vacina contra dengue todo país clique imagem saiba url',news
'pai tá suspeito dengue merda',relevant
'tô achando dor corpo sinal dengue',relevant
'retweet leu brasileiro lugar carioca exemplo copa trouxe zika chicungunha reserva',news
'aproximar jogo olímpico ouvimo falar zika caso microcefalia sabe causa url',news
'zika vírus',noise
'pobre foda né pego caxumba catapor sarampo dengue rubéola ryca vírus bom nada',noise
'inseticido goiá elimino foco aede todo dia url',news
'ministério discutem relação zika microcefalia vírus gado url ministério saúde',news
'medico dizer cabelo ta caindo causa dengue tonelada saisse costa tavo achando ir morrer',relevant
'retweet gravidez tá pique zika funny',noise
'retweet operacaobetalab espanha registro primeiro caso zika transmissão sexual namorado vi url sim',news
'retweet operacaobetalab pesquisador investigar indício relação vírus bovino zika estudo sim url',news
'retweet caiado apoia pesquisa sobre uso aviação agrícola contra mosquito dengue zika url',news
'retweet epidemia zika vírus vier lucro url',news
'aniversário caetano cabeça zika vírus',noise
'retweet “this il what you came for” riri dar vário clos nessa área isolar zika vírus boysmagyanomtvhit',news
'retweet sensacionalista repelente vira parceiro rio numeral url',news
'retweet pesquisador brasil eua desenvolver dois classe vacina mostrar eficiente contra zika url',news
'ministério discutem zika microcefalia vírus gado url',news
'bom aliar slc homem zika demais',noise
'retweet zika viru florido usa url',news
'retweet aguento bicho gente falar rihanno cancelar tour americo sul conta zika vírus url',news
'retweet neymar zika viru ta tirando onda pae',noise
'miga msm zika viru',relevant
'dizer mosquito dengue transmiti aid sómefazpassarvergonha',relevant
'jamaico confirma primer caso zika url',news
'globonew acompanhando obstrução pt contra uso numeral milhão combater zika viru tá câmara vivo',news
'retweet geral falar infecção tô chikungunya médico burro p crl',relevant
'retweet leitor vírus zika acabei chegar london',relevant
'aí preocupar golpe temer dilma inflação desemprego zika violência terrorismo outro besteira url',news
'retweet projeto itinerante realiza mapeamento genômico zika url parceironocombateaoaede zikazero foto bl',news
'digo nada relação pauta ligar olimpíada obstruir pauta sobre zika democrático',news
'irmão fiz chá aqui cura zika vírus',noise
'tavo worried zika aí vi florianopolil nenhum caso zika ow estado maravilhoso caso importado',news
'entender questionamento ninguém participar conta zika vírus ganharemo wo facila',noise
'porque fechar janela porque mosquito dengue gente',relevant
'zika tipo vírus aqla começa cantar mussoumano nada vg numeral k',noise
'corre kl espantar mosquito dengue funny anahitrendy kcamexico url',news
'crise harmo último show numeral h agr riri vim causa zika olha aguento bad',noise
'rihanno medo zika vírus suspende turnê brasil sitemassapecearo url',news
